Timestamp,Cover
2025-5-6 20:00,278453
2025-5-6 21:00,320400
2025-5-6 22:00,339118
2025-5-6 23:00,344820
2025-5-7 0:00,353659
2025-5-7 1:00,360053
2025-5-7 2:00,363198
2025-5-7 3:00,366615
2025-5-7 4:00,370469
2025-5-7 5:00,373519
2025-5-7 6:00,376128
2025-5-7 7:00,378071
2025-5-7 8:00,380010
2025-5-7 9:00,382318
2025-5-7 10:00,383623
2025-5-7 11:00,385390
2025-5-7 12:00,386555
2025-5-7 13:00,387545
2025-5-7 14:00,388709
2025-5-7 15:00,389905
2025-5-7 16:00,391231
2025-5-7 17:00,392411
2025-5-7 18:00,393035
2025-5-7 19:00,395175
2025-5-7 20:00,395551
2025-5-7 21:00,396377
2025-5-7 22:00,397245
2025-5-7 23:00,397853
2025-5-8 0:00,398344
2025-5-8 1:00,399254
2025-5-8 2:00,400270
2025-5-8 3:00,401058
2025-5-8 4:00,402008
2025-5-8 5:00,402450
2025-5-8 6:00,402982
2025-5-8 7:00,403675
2025-5-8 8:00,404206
2025-5-8 9:00,404481
2025-5-8 10:00,405053
2025-5-8 11:00,405301
2025-5-8 12:00,405613
2025-5-8 13:00,405830
2025-5-8 14:00,406369
2025-5-8 15:00,406738
2025-5-8 16:00,407187
2025-5-8 17:00,407381
2025-5-8 18:00,407730
2025-5-8 19:00,408035
2025-5-8 20:00,408281
2025-5-8 21:00,408423
2025-5-8 22:00,409608
2025-5-8 23:00,409969
2025-5-9 0:00,410103
2025-5-9 1:00,410304
2025-5-9 2:00,410626
2025-5-9 3:00,410919
2025-5-9 4:00,411033
2025-5-9 5:00,411650
2025-5-9 6:00,411817
2025-5-9 7:00,414021
2025-5-9 8:00,414167
2025-5-9 9:00,414429
2025-5-9 10:00,414577
2025-5-9 11:00,415476
2025-5-9 12:00,415691
2025-5-9 13:00,415973
2025-5-9 14:00,416659
2025-5-9 15:00,417126
2025-5-9 16:00,417175
2025-5-9 17:00,417486
2025-5-9 18:00,417880
2025-5-9 19:00,418167
